id,trigger,conditions,script,text,options,notes
UAFLingeringEchoesLyoraFleetDialogFlashpointCorridorGatheringData,OpenCommLink,"$entity.UAF_LingeringEchoesLyoraFleet  score:1000
$global.UAFLingeringEchoesLyoraHasOrbitedItFirst
$global.UAFLingeringEchoesFirePreMimicEncounterDialogActivated
!$global.UAFLingeringEchoesFirePostMimicEncounterDialogActivated",,"""Captain, I'm readying weapons. I don't know who or what those are but if they're looking for a fight, I've got my guns loaded.""",cutCommLink:Cut the comm link,
UAFLingeringEchoesLyoraFleetDialogFlashpointCorridorPostEncounterReturnAurora,OpenCommLink,"$entity.UAF_LingeringEchoesLyoraFleet  score:1000
$global.UAFLingeringEchoesLyoraHasOrbitedItFirst
$global.UAFLingeringEchoesFirePreMimicEncounterDialogActivated
$global.UAFLingeringEchoesFirePostMimicEncounterDialogActivated",,"Lyora's exhausted face appears on your comm-screen. ""Ah, captain…"" Her mouth opens and closes finding the right words...
OR
""I heard a lot of spacer's horror stories but nothing like this...""
OR
""But... those wrecks were dead... Right?""
OR
""How is any of this possible?""
OR
""Stolen ships...? But the disappearing wrecks...""
OR
""You saw them too, didn't you..? Ghost ships...""
OR
""Are they still out there...?""",cutCommLink:Cut the comm link,
,,,,,,
#Davos 'The Crow' Tamor at Lunamun,"#This is fucking dumb I hate this, gah!",,,,,
UAFLingeringEchoesPostMissionDavosMarketDockGate,MarketPostDock,"$market.id == uaf_lunamun_market score:1000
$global.gatesActive
$global.playerCanUseGates
$global.UAFLingeringEchoesMissionCompleted
!$player.UAFLingeringEchoesDavosAskedAboutYourGateTravel","ShowPersonVisual true uaf_rear_admiral_davos_tamor
ShowSecondPerson uaf_admiral_alyssa_pyre
$player.UAFLingeringEchoesDavosAskedAboutYourGateTravel = true","After landing, you run into Crow and Mantis. The man greets you with a soft acknowledgement before speaking,  ""It seemed apt to mention that your entry and egress times via Caeli's Gate have been logged. As far as we are aware, no other group or individual is capable of such mode of transportation. Not even the Big Three. We shall remember this... unexpected development."" Saying what he needed to say, he gives you a nod before leaving, linking up with Mantis at the turn of the walkway, disappearing from view.",UAFLingeringEchoesDavosExtraSceneGate_Leave:Be on your way to the docks,
UAFLingeringEchoesPostMissionDavosMarketDockGateLeave,DialogOptionSelected,$option == UAFLingeringEchoesDavosExtraSceneGate_Leave,"UAFLingeringEchoesExtraDialogDavosCountdownTimer ""$uaf_lunamun_dock_cd"" 7
ShowDefaultVisual
EndConversation DO_NOT_FIRE
FireBest MarketPostDock",,,
#Ziggurat,,,,,,
UAFLingeringEchoesPostMissionDavosMarketDockZiggurat,MarketPostDock,"$market.id == uaf_lunamun_market score:800
UAFHasShip ziggurat
$global.UAFLingeringEchoesMissionCompleted
$player.UAFLingeringEchoesDavosAskedAboutYourGateTravel
!$player.UAFLingeringEchoesDavosAskedAboutZiggurat
!$market.uaf_lunamun_dock_cd",$player.UAFLingeringEchoesDavosAskedAboutZiggurat = true,"As you walk through the hangar, you notice the hangar crews behaving strangely. They speak in hushed tones and frantic whispers, eyes filled with raw emotions. Disbelief. Nervousness. You see dozens of them crowded at a viewing port, their whispers sounding more frenzied. ",UAFLingeringEchoesDavosExtraSceneZiggy_Continue:What are they looking at...?,
UAFLingeringEchoesPostMissionDavosMarketDockZigguratCont,DialogOptionSelected,$option == UAFLingeringEchoesDavosExtraSceneZiggy_Continue,"ShowPersonVisual true uaf_rear_admiral_davos_tamor
ShowSecondPerson uaf_admiral_alyssa_pyre","Those that notice you give you a wide berth. As you walk through the crowd, curious to what has grabbed their attention, you see it. The Ziggurat. A striking ship under your command. Seeing an alien ship so close to their station must have frightened them.

You're not sure when Crow and Mantis started to stand beside you, but by the time you notice, you make eye contact with the man. Crow's gaze narrows... You feel he has more to say, but decides to hold off... for now. ","UAFLingeringEchoesDavosExtraSceneZiggy_Continue1:""...""",
UAFLingeringEchoesPostMissionDavosMarketDockZigguratCont1,DialogOptionSelected,$option == UAFLingeringEchoesDavosExtraSceneZiggy_Continue1,"ShowDefaultVisual
AdjustRep uaf HOSTILE -1
UAFLingeringEchoesExtraDialogDavosCountdownTimer ""$uaf_lunamun_dock_cd"" 7","Security personnel arrive to ease the commotion, encouraging everyone to resume their respective posts. Crow and Mantis depart without a word, gone as silently as they came. Within the hour, UAF marines have cordoned off the Ziggurat and have also increased the security presence for your docked ships. The deployment seems to ease some of the fears of the station's inhabitants. Only time will tell if this will hold true.",UAFLingeringEchoesDavosExtraSceneZiggy_Leave:Be on your way to the docks,
UAFLingeringEchoesPostMissionDavosMarketDockZigguratLeave,DialogOptionSelected,$option == UAFLingeringEchoesDavosExtraSceneZiggy_Leave,"EndConversation DO_NOT_FIRE
FireBest MarketPostDock",,,
#Radiant,,,,,,
UAFLingeringEchoesPostMissionDavosMarketDockRadiant,MarketPostDock,"$market.id == uaf_lunamun_market score:900
UAFHasShip radiant
$global.UAFLingeringEchoesMissionCompleted
!$player.UAFLingeringEchoesDavosAskedAboutRadiant
$player.UAFLingeringEchoesDavosAskedAboutYourGateTravel
$player.UAFLingeringEchoesDavosAskedAboutZiggurat
!$market.uaf_lunamun_dock_cd",,"As you exit your ship, you are greeted by a platoon of marines instead of the usual security duo. After briefly interacting with a not-so-kind platoon sergeant to verify the purpose of your visit, you are informed about your marine escort for the duration of your stay. The squad of marines' escorting you give you strange looks. They aren't the only ones. The UAF personnel that pass you by all give you angry glares, or looks of dread.","UAFLingeringEchoesDavosExtraSceneRadiant_Continue:""What's all this about?""",
UAFLingeringEchoesPostMissionDavosMarketDockRadiantCont,DialogOptionSelected,$option == UAFLingeringEchoesDavosExtraSceneRadiant_Continue,"ShowPersonVisual true uaf_rear_admiral_davos_tamor
ShowSecondPerson uaf_admiral_alyssa_pyre
AdjustRep uaf HOSTILE -3","The marines refuse to answer you and continue to escort you to the lobby where Crow and Mantis are waiting. Mantis is unreadable, only slightly squinting her eyes at you. Crow's eyes only give you... contempt? Disgust? Or is it hatred? The atmosphere in the hangar feels heavy, almost suffocating. The crews yell foreign words at you. Again, you are about to ask what this is about when Crow gestures for them to stop with a gentle show of his hand. His words are as coarse as they are brief. ""Follow me.""",UAFLingeringEchoesDavosExtraSceneRadiant_Continue1:Follow Crow,
UAFLingeringEchoesPostMissionDavosMarketDockRadiantCont1,DialogOptionSelected,$option == UAFLingeringEchoesDavosExtraSceneRadiant_Continue1,$player.UAFLingeringEchoesDavosAskedAboutRadiant = true,"He gestures to the marines, and they seem content to leave you in Crow's company. The pair take you to a secluded lounge, out of sight. About an hour passes by in silence. Mantis checks her holopad, nodding at Crow. ""Seems like we're done here."" Crow seems to have returned to his usual callousness. ""Do let me know if something like this happens again."" He and Mantis stand to leave.","0:UAFLingeringEchoesDavosExtraSceneRadiant_CrowOptA:""What made everyone so angry?""
1:UAFLingeringEchoesDavosExtraSceneRadiant_CrowOptB:""Why did you look at me like that?""
2:UAFLingeringEchoesDavosExtraSceneRadiant_CrowOptC:Stay silent",
UAFLingeringEchoesPostMissionDavosMarketDockRadiantOptionA,DialogOptionSelected,$option == UAFLingeringEchoesDavosExtraSceneRadiant_CrowOptA,,"Unwilling to be dismissed without any answers, you give your question to Crow. Crow gives you a curious look, as if studying an insect in a jar. Mantis gives a sigh of exasperation. ""We have new facts to verify."" Mantis' cold voice catches you by surprise. ""And we cannot answer your questions at this time.""

The two refuse to give you further explanation, leaving you with more questions than answers.",UAFLingeringEchoesDavosExtraSceneRadiant_Leave:Leave the lounge,
UAFLingeringEchoesPostMissionDavosMarketDockRadiantOptionB,DialogOptionSelected,$option == UAFLingeringEchoesDavosExtraSceneRadiant_CrowOptB,,"Unwilling to be dismissed without any answers, you give your question to Crow. The man pauses but does not turn to face you. Mantis gives Crow a look. You don't see the face she makes, hidden behind Crow, but the two resume their steps leaving you behind with no answers.",UAFLingeringEchoesDavosExtraSceneRadiant_Leave:Leave the lounge,
UAFLingeringEchoesPostMissionDavosMarketDockRadiantOptionC,DialogOptionSelected,$option == UAFLingeringEchoesDavosExtraSceneRadiant_CrowOptC,,"Unwilling to disturb them further, you let the strange duo go. It isn't long before they disappear in the crowd, your chances of answers with them.",UAFLingeringEchoesDavosExtraSceneRadiant_Leave:Leave the lounge,
UAFLingeringEchoesPostMissionDavosMarketDockRadiantLeave,DialogOptionSelected,$option == UAFLingeringEchoesDavosExtraSceneRadiant_Leave,"ShowDefaultVisual
EndConversation DO_NOT_FIRE
FireBest MarketPostDock",,,
,,,,,,
#Crow's greetings,,,,,,
UAFdefaultCrowGreeting,PickGreeting,"$isPerson
$id == uaf_rear_admiral_davos_tamor score:1000","ShowPersonVisual
FireAll PopulateOptions
SetShortcut cutCommLink ""ESCAPE""","""Greetings, we've been expecting you.""
OR
""Mm. It's you. Here on business I presume?""
OR
""Ah, we heard you were nearby. Welcome.""
OR
""How curious. You're a bit earlier than expected.""
OR
""Hmm... A little later than last time. No matter.""",100:cutCommLink:Cut the comm link,
,,,,,,
#Mimic Bounty Docket,,,,,,
UAFMimicCustomBountyBlurbMHOpenText,MHOpenText,"$isPerson
$id == uaf_rear_admiral_davos_tamor",FireBest ContactPreMissionListText,"$HeOrShe looks thoughtful, ""Give me just a moment...""
OR
""Let's see here,"" $heOrShe taps at $hisOrHer datapad.
OR
$personName nods and you see light flicker over $hisOrHer face as $heOrShe scrolls the contents of a holo display.",,
UAFMimicCustomBountyBlurb,UAFMimicCustomBounty_blurb,"$isPerson
$id == uaf_rear_admiral_davos_tamor",,"""The Integrated High Command on New Aurora reported multiple strange situations scattered across the Persean Sector. We have concluded that some of the reports are suspicious in nature after comparing notes thoroughly with our fellow comrades.""",,
UAFMimicCustomBountyOfferOption,UAFMimicCustomBounty_option,,"SetOptionColor UAFMimicCustomBounty_docket ""0,165,255,255""",,UAFMimicCustomBounty_docket:Ask about the anomalous missions,
UAFMimicCustomBountyOfferTextContact,DialogOptionSelected,$option == UAFMimicCustomBounty_docket,"$missionId = UAFMimicCustomBounty
$option = UAFMimicCustomBounty_showOptions 0
AddTextSmall ""This mission is harder than the average bounty and should not be taken lightly."" bad
FireBest DialogOptionSelected","Crow nods. The $Post pulls up a shared display with a table of intel reports.

""The following information is classified, and for your eyes and ears only. Listen carefully.""",,
,,,,,,
"#After selecting, it goes here",,,,,,
UAFMimicCustomBountyShowBounty,UAFMimicCustomBountyShowBounty,,Call $UAFMimicCustomBounty_ref showBountyDetail,,UAFMimicCustomBounty_showIntel:Continue,
UAFMimicCustomBountyGoBackSel,DialogOptionSelected,$option == UAFMimicCustomBounty_showOptions,ShowPersonVisual,,"0:UAFMimicCustomBounty_high:Ask about the predatory entity
1:UAFMimicCustomBounty_normal:Request to investigate the unknown contact
2:UAFMimicCustomBounty_low:Inquire about the suspicious target
3:contact_decline:""I am not confident about this right now.""",
UAFMimicCustomBountyShowBountyShowShips,DialogOptionSelected,$option == UAFMimicCustomBounty_showIntel,#Call $UAFMimicCustomBounty_ref showBountyAssessment,,"contact_accept:Accept
contact_decline:Reject
UAFMimicCustomBounty_showOptions:""Let me think about it.""",
,,,,,,
#Main handler with scripted text below,,,,#All three selections converges here,,
CBUAFMimic,CBUAFMimicOfferDesc,$id == uaf_rear_admiral_davos_tamor,"Highlight $bcb_systemName $bcb_dist  $bcb_days possible danger $bcb_reward
#$uaf_mimic_cc_reward_str","A new holoscreen appears as he taps his pen on the table gently. His face is stoic as he continues. ""Thanks to STRACOM, AINTCOM and other relevant offices, we managed to compile enough information to believe that your target might be lingering somewhere in $bcb_systemName, $bcb_dist light-years from here.""

""Due to the sensitive nature of this mission, an information blackout is in effect but it won’t last long until someone starts pulling at the good yarn we've spun. We estimated that you might have up to $bcb_days days to complete your task.""

""I am officially authorized by the Integrated General Headquarters over at New Aurora to compensate you for your efforts. We will grant you $bcb_reward credits plus an additional amount in local currency upon mission completion, including a bonus for maintaining your silence over this matter."" The screen fades away as the briefing ends. ""So, are you up to the task, Starfarer?""",,
